,,→ParameterNavn,Energi (kJ),"Energi, deklaration (kJ)",Energi (kcal),"Energi, deklaration (kcal)",Protein,Protein fra Aminosyrer,"Protein, deklaration",Kulhydrat difference,Tilgængelig kulhydrat,"Tilgængelig kulhydrat, deklaration",Kostfibre,Fedt,Alkohol,Salt deklaration,Aske,Tørstof,Vand,A-vitamin,Retinol,beta-Caroten,cis-beta-Carotene,D-vitamin,D3-vitamin,D2-vitamin,25-hydroxy D3-vitamin,25-hydroxy D2-vitamin,E-vitamin,alfa-Tokoferol,beta-Tokoferol,gamma-Tokoferol,delta-Tokoferol,alfa-Tokotrienol,K-vitamin,K1-vitamin,K2-vitamin,Menaquinon 4,Menaquinon 5,Menaquinon 6,Menaquinon 7,Menaquinon 8,Menaquinon 9,Menaquinon 10,Thiamin (B1-vitamin),Thiamin,Riboflavin (B2-vitamin),Niacinækvivalent,Niacin,B6-vitamin,Pantotensyre,Biotin,Folat,Frit folat,B12-vitamin,C-vitamin,Ascorbinsyre,Dehydroascorbinsyre,Natrium,Kalium,Calcium,Magnesium,Rubidium,Jern,Kobber,Zink,Mangan,Krom,Molybdæn,Cobolt,Selen,Aluminium,Silicium,Bor,Fosfor,Fluor,Chlorid,Brom,Jod,Svovl,Nikkel,Kviksølv,Arsen,Cadmium,Bly,Tin,Sum mineraler,Fruktose,Galaktose,Glukose,Sum monosakkarider,Laktose,Maltose,Sakkarose,Sum disakkarider,Raffinose,Sum sukkerarter,Tilsat Sukker,Frie sukkerarter,Sorbitol,Mannitol,Maltitol,Isomalt,Xylitol,Laktitol,Sum sukkeralkoholer,Stivelse/Glykogen,Cellulose,Lignin,Uopløselige kostfibre,Høj molekylevægt opløselige kostfibre,Lav molekylevægt opløselige kostfibre,Crude fibre,Neutral detergent fibre,L-mælkesyre,D-mælkesyre,Mælkesyre,Citronsyre,Oxalsyre,Eddikesyre,Propionsyre,Benzosyre,Sum organiske syrer,C4:0,C6:0,C8:0,C10:0,C12:0,C13:0,C14:0,C15:0,C16:0,C17:0,C18:0,C20:0,C21:0,C22:0,C23:0,C24:0,"C12:1,n-1","C14:1,n-5","C15:1,n-5","C16:1,n-7","C17:1,n-7","C18:1,n-7","C18:1,n-9","C18:1,n-12","C20:1,n-9","C20:1,n-11","C20:1,n-15","C22:1,n-9","C22:1,n-11","C24:1,n-9","C14:1,n-5,trans","C16:1,n-7,trans","C18:1,trans","C20:1,trans","C22:1,trans","C18:2,n-6","C18:2,konjugeret","C18:3,n-3","C18:3,n-6","C18:4,n-3","C20:2,n-6","C20:3,n-3","C20:3,n-6","C20:4,n-3","C20:4,n-6","C20:5,n-3","C21:5,n-3","C22:2,n-6","C22:3,n-3","C22:4,n-6","C22:5,n-3","C22:5,n-6","C22:6,n-3","C18:2,trans","C18:3,trans",Andre fedtsyrer,Sum mættede fedtsyrer,Sum enkeltumættede fedtsyrer,Sum flerumættede fedtsyrer,Sum transfedtsyrer,Sum fedtsyrer under detektionsgrænsen,Sum fedtsyrer,Sum n-3 fedtsyrer,Sum n-6 fedtsyrer,Kolesterol,Nitrogen,Isoleucin,Leucin,Lysin,Methionin,Cystin,Phenylalanin,Tyrosin,Threonin,Tryptofan,Valin,Arginin,Histidin,Alanin,Asparaginsyre,Glutaminsyre,Glycin,Prolin,Serin,Hydroxyprolin,Ornitin,Sum essentielle Aminosyrer,Sum ikke essentielle aminosyrer ,Histamin,Serotonin,Cholin,Tyramin,Phenylethylamin,Putrescin,Cadaverin,Spermin,Spermidin,Taurin,Sum biogene aminer,Koffein,Residual,Svind,Nitrogen-til-protein faktor,Fedtsyrekonverteringsfaktor,Massefylde,pH,,,,
"Kalvekød, bryst, rå","Veal, brisket, raw",1781,617,617,147,147,20.5,16.3,20.5,0.0,0.0,0.0,0.0,7.3,0.0,0.2,1.0,28.7,71.3,0.00,0.00,0.00,,0.45,0.02,0.00,0.15,0.02,0.15,0.15,0.00,0.00,0.00,,7.29,0.00,7.29,6.30,0.00,0.00,0.00,0.16,0.39,1.10,0.04,,0.21,9.36,5.29,0.20,3.50,2.5,12.1,,1.1,0.0,0.0,,65,350,5,21,,1.28,0.06,2.97,0.00,4.50,0.18,,8.53,,,,206.7,,,,0.0,,,,,,,,649,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.164,0.000,1.488,0.047,0.922,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.215,0.000,0.108,2.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.140,0.000,0.000,0.320,,0.000,0.000,0.000,0.000,0.000,0.035,,0.063,0.000,,0.000,0.000,0.019,0.031,0.000,0.000,0.000,0.000,0.489,2.621,2.453,0.468,0.140,0.000,6.171,0.031,0.437,58.2,3.368,879.7,1551.7,1733.3,426.0,168.0,829.3,642.8,892.0,244.2,960.8,1226.7,687.2,1176.7,1810.0,2926.7,1052.3,846.8,776.0,159.1,0.0,8204.2,10626.0,,,96.5,,,,,,,,,,,0,6.25,0.8491666667,,,59,Kalvekød,Veal,A0794
"Oksekød, bryst, rå","Beef, brisket, boneless, raw",1782,821,814,197,195,19.3,16.1,19.3,0.4,0.4,0.0,0.0,13.1,0.0,0.2,0.8,33.7,66.3,4.67,4.67,0.00,,0.46,0.06,0.02,0.11,0.05,0.25,0.25,0.00,0.00,0.00,,0.00,0.00,,,,,,,,,0.03,,0.17,8.80,5.07,0.18,3.09,2.3,10.2,,1.1,0.0,0.0,,67,318,6,19,,1.50,0.05,3.18,0.00,0.00,0.18,,7.42,,,,165.0,,,,0.0,,,,,,,,577,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.353,0.000,2.919,0.091,1.368,0.000,0.000,0.000,0.000,0.000,0.000,0.147,0.000,0.662,0.103,0.238,4.822,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.118,0.000,0.000,0.188,,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.693,4.730,5.972,0.188,0.118,0.057,11.702,0.000,0.188,61.1,3.088,849.8,1520.0,1691.7,356.7,143.5,841.2,627.3,861.3,224.2,939.2,1208.3,672.5,1178.3,1775.0,2911.7,1101.7,828.3,752.7,192.3,0.0,7956.5,10526.8,,,76.9,,,,,,,,,,,0,6.25,0.891,,,58,Oksekød,Beef,A0794
"Pålæg i skiver, med hvedeprotein","Cold cuts, with wheat protein",1783,939,947,223,225,29.2,25.5,31.3,19.2,13.7,12.1,5.5,4.5,0.0,2.8,3.4,56.3,43.7,18.50,0.00,111.00,,0.00,,,,,0.96,0.96,0.00,0.00,0.00,,3.39,3.39,,,,,,,,,0.20,,0.31,5.81,0.69,0.05,3.07,20.8,59.4,,0.0,0.0,,,1100,250,45,38,,2.00,0.29,1.85,0.84,9.00,80.00,,19.50,,,,140.0,,,,72.5,,8.40,0.00,0.00,2.50,,,1574,0.3,,1.8,2.1,0.0,2.7,1.0,3.7,,5.8,2.8,2.8,,,,,,,,6.3,,,2.065,2.415,1.035,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.546,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.621,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.250,,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.546,1.621,1.250,0.000,0.000,3.418,0.000,1.250,0.0,5.015,1037.0,2035.0,528.5,344.5,534.0,1490.0,870.0,777.0,307.0,1230.0,1151.0,664.0,852.5,1115.0,10700.0,1003.5,3475.0,1430.0,0.0,0.0,8413.0,21131.0,,,27.8,,,,,,,,,,,0,5.83,0.768,,,169,Plantebaserede alternativer til kød,Plant-based alternatives to meat,A0800
Seitan,Seitan,1784,818,832,195,198,26.5,24.3,28.4,7.2,5.1,4.0,2.1,7.2,0.0,1.6,2.0,42.8,57.2,3.01,0.00,18.05,,0.00,,,,,2.50,2.50,0.00,0.16,0.00,,1.13,1.13,,,,,,,,,0.06,,0.08,4.96,0.21,0.03,1.02,5.7,14.9,,0.0,0.0,,,653,87,36,25,,1.74,0.28,1.41,0.71,4.00,31.13,,31.75,,,,86.6,,,,10.0,,10.13,0.00,0.00,2.75,,,889,0.1,,0.1,0.2,0.0,0.3,0.0,0.3,,0.5,0.0,0.0,,,,,,,,3.525,,,1.443333333,0.4433333333,0.2611111111,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.505,0.000,0.146,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.617,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.852,,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.651,3.617,1.852,0.000,0.000,6.121,0.000,1.852,0.0,4.539,953.0,1891.3,478.4,349.4,525.8,1440.0,931.6,720.4,284.9,1071.8,932.9,561.5,726.3,906.5,10538.8,958.3,3465.0,1367.5,0.0,0.0,7750.5,20352.5,,,27.8,,,,,,,,,,,0,5.83,0.8545333333,,,169,Plantebaserede alternativer til kød,Plant-based alternatives to meat,A0800
"Hakket, med mycoprotein","Mince, with mycoprotein",1785,404,395,97,95,9.9,10.8,14.1,11.8,5.4,0.7,6.5,2.5,0.0,0.1,1.2,25.5,74.5,0.00,0.00,0.00,,0.00,,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,,,,,,0.00,,0.45,4.23,0.69,0.06,1.96,38.9,45.4,,0.0,0.1,,,34,79,187,43,,0.27,0.30,6.23,4.77,0.00,1.63,,4.40,,,,250.0,,,,0.0,,0.00,0.00,0.00,0.00,,,593,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,0.6666666667,,,5.423333333,1.043333333,0,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.379,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.903,,0.340,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.308,0.379,1.242,0.000,0.000,1.929,0.340,0.903,0.0,2.257,606.7,987.0,1008.3,296.0,170.3,595.3,475.7,661.7,212.3,766.3,833.7,307.0,797.0,1303.3,1556.7,569.0,696.0,663.7,0.0,0.0,5440.7,7065.3,,,,,,,,,,,,,,0,4.4,0.7716666667,,,169,Plantebaserede alternativer til kød,Plant-based alternatives to meat,A0800
"Hakket, med sojaprotein","Mince, with soy protein",1786,704,722,169,173,16.6,15.2,18.2,12.2,3.8,3.3,8.4,7.8,0.0,1.2,3.0,39.7,60.3,2.64,0.00,15.83,,0.00,,,,,1.58,1.58,0.00,1.16,0.20,,5.51,5.51,,,,,,,,,0.11,,0.18,4.77,0.68,0.09,2.83,22.9,54.5,,0.0,0.0,,,473,651,128,83,,2.53,0.38,1.17,1.00,6.13,79.88,,8.26,,,,226.3,,,,5.6,,99.00,0.00,0.00,1.63,,,1563,0.2,,0.6,0.7,0.0,0.3,1.5,1.8,,2.5,1.4,1.4,,,,,,,,0.7125,,,4.907777778,1.975555556,1.523333333,,,,,,,,,,,,0.000,0.000,0.165,0.125,0.955,0.000,0.379,0.000,0.524,0.000,0.181,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.090,2.438,,0.027,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.709,,0.313,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.329,2.556,2.022,0.000,0.000,6.907,0.313,1.709,0.0,2.909,787.1,1362.1,1087.8,172.0,226.8,914.9,634.6,706.8,245.8,844.1,1255.8,457.3,777.9,2022.5,3467.5,743.8,952.9,923.9,0.0,0.0,6577.8,11005.5,,,88.4,,,,,,,,,,,0,5.71,0.8812666667,,,169,Plantebaserede alternativer til kød,Plant-based alternatives to meat,A0800
"Hakket bolle, med sojaprotein","Mince balls, with soy protein",1787,654,654,157,157,14.0,12.8,15.4,10.1,2.4,1.1,7.6,8.5,0.0,1.0,2.1,34.7,65.3,0.00,0.00,0.00,,0.00,,,,,1.65,1.65,0.00,2.04,0.00,,5.90,5.90,,,,,,,,,0.02,,0.14,3.78,0.25,0.04,0.62,15.3,29.7,,0.0,0.0,,,380,455,94,54,,2.25,0.21,0.64,0.74,0.00,57.50,,9.10,,,,180.0,,,,0.0,,26.50,0.00,0.00,1.00,,,1164,0.4,,0.4,0.8,0.0,0.0,0.4,0.4,,1.1,0.0,0.0,,,,,,,,0,,,5.08,1.56,0.99,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.380,0.000,0.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.226,4.473,,0.113,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.561,,0.647,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.514,4.812,2.208,0.000,0.000,7.533,0.647,1.561,0.0,2.460,669.5,1165.0,978.5,124.5,172.5,778.0,541.5,617.5,211.5,717.0,1115.0,394.0,659.0,1760.0,2830.0,627.0,718.5,785.0,0.0,0.0,5655.5,9208.5,,,88.4,,,,,,,,,,,0,5.71,0.8915,,,169,Plantebaserede alternativer til kød,Plant-based alternatives to meat,A0800
"Stykker, med sojaprotein","Pieces, with soy protein",1788,505,531,121,127,18.6,17.0,20.4,9.4,1.3,1.0,8.1,2.8,0.0,1.6,3.4,34.2,65.8,9.51,0.00,57.07,,0.00,,,,,1.32,1.32,0.00,0.38,0.00,,2.37,2.37,,,,,,,,,0.08,,0.16,5.11,0.60,0.07,0.93,21.5,49.0,,0.0,0.0,,,643,750,91,103,,2.82,0.12,1.09,1.28,29.17,74.67,,5.32,,,,318.3,,,,0.0,,12.93,0.00,0.00,0.83,,,1908,0.0,,0.1,0.1,0.0,0.0,0.1,0.1,,0.1,0.0,0.0,,,,,,,,0.9333333333,,,5.336666667,2.358333333,0.4083333333,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.021,1.113,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.962,,0.084,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.165,1.134,1.045,0.000,0.000,2.345,0.084,0.962,0.2,3.262,882.8,1513.3,1271.7,212.3,290.2,1000.3,704.7,811.8,270.7,938.5,1523.3,510.7,863.7,2305.0,3691.7,834.8,1004.7,1045.0,0.0,0.0,7412.2,12263.0,,,82,,,,,,,,,,,0,5.71,0.8528181818,,,169,Plantebaserede alternativer til kød,Plant-based alternatives to meat,A0800
"Pålæg i skiver, med soja- og ærteprotein","Cold cuts, with soy and pea protein",1789,636,628,153,151,6.4,6.2,7.5,8.2,5.4,3.9,2.8,11.2,0.0,2.5,2.9,28.7,71.3,9.54,0.00,57.23,,0.00,,,,,2.73,2.73,0.00,3.87,0.00,,10.82,10.82,,,,,,,,,0.00,,0.04,1.70,0.05,0.02,0.19,4.6,16.7,,0.0,0.0,,,993,170,15,10,,4.57,0.12,0.27,0.16,0.83,22.67,,2.40,,,,75.2,,,,33.0,,8.33,0.00,0.00,0.33,,,1268,0.1,,2.4,2.5,0.0,0.0,0.2,0.2,,2.6,2.4,2.4,,,,,,,,1.266666667,,,0.1833333333,2.451666667,0.1766666667,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.486,0.000,0.166,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.284,5.838,,0.147,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.915,,0.724,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.652,6.269,2.639,0.000,0.000,9.561,0.724,1.915,0.0,1.198,331.0,571.8,466.8,61.3,82.7,373.3,260.8,276.7,99.0,347.7,514.7,184.3,304.7,854.3,1398.3,291.0,342.0,382.7,0.0,0.0,2712.0,4431.2,,,105,,,,,,,,,,,0,5.36,0.8574545455,,,169,Plantebaserede alternativer til kød,Plant-based alternatives to meat,A0800
"Hakket, med ærteprotein","Mince, with pea protein",1790,912,906,219,218,14.0,13.7,16.4,11.8,6.5,3.8,5.4,14.1,0.0,1.0,2.3,42.2,57.8,2.76,0.00,16.53,,0.00,,,,,1.33,1.33,0.00,4.02,0.00,,10.63,10.63,,,,,,,,,0.09,,0.19,3.44,0.77,0.04,1.03,9.6,23.8,,0.0,0.2,,,380,392,177,39,,3.53,0.30,1.98,0.47,7.67,51.50,,4.78,,,,208.3,,,,0.0,,31.70,0.00,0.00,1.83,,,1199,0.4,,0.4,0.8,0.0,0.7,0.3,1.0,,1.8,0.4,0.4,,,,,,,,1.966666667,,,3.317142857,1.101428571,0.9342857143,,,,,,,,,,,,0.000,0.000,0.469,0.354,2.680,0.000,1.069,0.000,0.938,0.000,0.296,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.174,4.113,,0.069,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.617,,0.426,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.805,4.355,2.043,0.000,0.000,12.203,0.426,1.617,0.0,2.618,702.5,1262.8,1125.5,123.3,166.2,857.3,573.5,592.5,160.2,786.5,1256.0,398.5,684.3,1776.7,3121.7,653.0,816.5,825.0,0.0,0.0,6009.2,9872.8,,,88.4,,,,,,,,,,,0,5.36,0.8665,,,169,Plantebaserede alternativer til kød,Plant-based alternatives to meat,A0800
"Pølse, med ærteprotein","Sausage, with pea protein",1791,839,848,202,204,13.6,12.7,15.9,9.5,4.2,2.5,5.2,13.3,0.0,1.5,2.6,39.1,60.9,5.09,0.00,30.57,,0.00,,,,,1.95,1.95,0.00,2.17,0.00,,5.68,5.68,,,,,,,,,0.06,,0.09,2.97,0.52,0.04,0.83,12.3,20.9,,0.0,0.2,,,610,252,192,28,,3.22,0.25,1.72,0.40,8.67,55.33,,7.40,,,,181.7,,,,9.5,,23.33,0.00,0.00,1.67,,,1266,0.5,,0.3,0.8,0.0,0.6,0.0,0.6,,1.4,0.4,0.4,,,,,,,,1.166666667,,,2.877142857,1.265714286,1.067142857,,,,,,,,,,,,0.000,0.000,0.507,0.381,2.874,0.000,1.135,0.000,0.913,0.000,0.316,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,3.884,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.276,,0.263,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.126,3.971,1.540,0.000,0.000,11.636,0.263,1.276,0.0,2.543,660.0,1175.0,993.8,114.5,179.0,790.0,533.0,545.8,147.3,734.8,1140.0,363.5,632.3,1600.0,2941.7,601.3,785.5,774.0,10.2,0.0,5524.8,9186.8,,,69.7,,,,,,,,,,,0,5.36,0.8727272727,,,169,Plantebaserede alternativer til kød,Plant-based alternatives to meat,A0800
"Pålæg i skiver, med æggehvide","Cold cuts, with eggwhite",1792,718,696,173,168,7.9,6.8,7.9,4.6,2.5,1.2,2.2,14.2,0.0,2.4,3.0,29.7,70.3,55.42,0.00,332.50,,0.00,,,,,3.30,3.30,0.00,4.54,0.00,,13.30,13.30,,,,,,,,,0.05,,0.32,2.32,0.33,0.04,1.24,11.7,17.2,,0.0,0.0,,,945,210,38,11,,0.19,0.03,0.12,0.07,12.00,1.50,,6.85,,,,29.5,,,,0.0,,0.00,0.00,0.00,0.00,,,1234,0.0,,1.2,1.2,0.0,0.0,0.0,0.0,,1.2,1.1,1.1,,,,,,,,0,,,0,2.155,0,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.604,0.000,0.215,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.389,8.082,,0.174,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.457,,0.952,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.819,8.645,3.409,0.000,0.000,12.872,0.952,2.457,2.1,1.260,383.5,640.5,537.5,243.0,210.0,461.0,294.5,367.0,119.5,530.0,459.0,194.0,484.5,816.5,1040.0,298.5,271.0,536.5,0.0,0.0,3476.0,4410.5,,,0.8,,,,,,,,,,,0,6.25,0.9065,,,169,Plantebaserede alternativer til kød,Plant-based alternatives to meat,A0800
"Stykker, med mycoprotein","Pieces, with mycoprotein",1793,367,359,88,86,8.9,9.9,12.6,11.1,5.6,1.5,5.5,2.1,0.0,0.6,1.4,23.5,76.6,0.00,0.00,0.00,,0.00,,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,,,,,,0.10,,0.36,4.49,1.39,0.09,2.61,42.8,52.5,,0.0,0.1,,,233,100,138,32,,0.30,0.28,5.37,3.77,4.67,4.10,,1.97,,,,210.0,,,,0.0,,4.00,0.00,0.00,0.00,,,713,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,1.466666667,,,3.946666667,1.523333333,0,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.287,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.366,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.803,,0.265,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.287,0.366,1.069,0.000,0.000,1.722,0.265,0.803,1.8,2.013,559.7,911.0,955.3,187.3,122.7,536.0,434.7,625.0,186.0,704.3,767.7,301.3,752.3,1220.0,1453.3,529.3,675.0,629.0,0.0,0.0,4966.0,6584.0,,,,,,,,,,,,,,0,4.4,0.833,,,169,Plantebaserede alternativer til kød,Plant-based alternatives to meat,A0800
"Pølse, med sojaprotein","Sausage, with soy protein",1794,681,674,164,163,11.4,10.5,12.5,9.5,2.6,1.1,6.9,10.5,0.0,1.4,2.4,33.7,66.3,11.76,0.00,70.58,,0.00,,,,,2.29,2.29,0.00,2.97,0.00,,6.21,6.21,,,,,,,,,0.05,,0.08,3.58,0.35,0.04,0.93,13.8,34.1,,0.0,0.2,,,573,290,61,38,,16.00,0.20,0.61,0.59,13.00,68.25,,9.75,,,,145.0,,,,0.0,,15.50,0.00,0.00,0.50,,,1122,0.4,,0.4,0.8,0.0,0.0,0.1,0.1,,0.8,0.0,0.0,,,,,,,,0.275,,,4.6625,1.1525,1.085,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.473,0.000,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.289,5.444,,0.131,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.945,,0.832,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.627,5.863,2.777,0.000,0.000,9.267,0.832,1.945,1.7,2.003,549.3,948.8,787.5,95.0,121.0,635.3,447.3,495.5,193.3,590.8,921.0,319.5,541.3,1442.5,2302.5,513.3,619.5,656.8,0.0,0.0,4614.8,7565.0,,,84.2,,,,,,,,,,,0,5.71,0.8847142857,,,169,Plantebaserede alternativer til kød,Plant-based alternatives to meat,A0800
"Oksekød, filet, marmoreret, rå","Beef, entrecote/rib eye, raw",1795,792,792,190,190,18.6,15.5,18.6,0.0,0.0,0.0,0.0,12.9,0.0,0.1,0.8,32.3,67.7,0.00,0.00,0.00,,0.54,0.10,0.03,0.13,0.04,0.29,0.29,0.00,0.00,0.00,,0.00,0.00,,,,,,,,,0.02,,0.16,8.85,4.77,0.18,2.39,2.2,9.7,,1.1,0.0,0.0,,44,308,5,18,,1.68,0.10,4.25,0.02,3.00,0.48,,7.88,,,,162.5,,,,0.0,,,,,,,,538,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.399,0.000,3.124,0.121,2.221,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.000,0.312,0.029,0.126,3.766,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.081,0.000,0.000,0.144,,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.768,5.864,4.270,0.144,0.081,0.000,11.128,0.000,0.144,55.9,3.070,839.8,1482.5,1677.5,430.0,168.8,799.3,622.0,832.3,245.3,896.5,1162.5,663.5,1105.0,1707.5,2880.0,902.3,771.8,723.5,126.3,0.0,7866.5,10043.3,,,47.9,,,,,,,,,,,0,6.25,0.866,,,58,Oksekød,Beef,A0794
Surbær (Aroniabær),Aronia berries,1796,210,210,50,50,0.7,,0.7,14.4,8.8,8.8,5.6,0.1,0.0,0.0,0.4,15.6,84.4,188.33,0.00,1130.00,,0.00,,,,,1.45,1.45,,,,,21.90,21.90,,,,,,,,,0.02,,0.02,0.30,0.30,0.03,,,6.6,,0.0,27.8,,,3,218,32,16,,0.90,,0.30,,,,,0.00,,,,72.0,,,,1.5,,,,,,,,342,,,,8.3,,,,0.5,,8.8,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,0.000,,0.000,0.000,,,,,,,,0.000,,,0.000,,,,,,,,,,,,,0.000,,,0.000,,,,,,0.000,0.000,,,,,0.000,,0.000,,,,0.000,0.000,0.000,0.000,,,0.000,0.000,0.0,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.25,0,,,51,Bærfrugt,Soft fruit,A0833
