,,→ParameterNavn,Energi (kJ),"Energi, deklaration (kJ)",Energi (kcal),"Energi, deklaration (kcal)",Protein,Protein fra Aminosyrer,"Protein, deklaration",Kulhydrat difference,Tilgængelig kulhydrat,"Tilgængelig kulhydrat, deklaration",Kostfibre,Fedt,Alkohol,Salt deklaration,Aske,Tørstof,Vand,A-vitamin,Retinol,beta-Caroten,cis-beta-Carotene,D-vitamin,D3-vitamin,D2-vitamin,25-hydroxy D3-vitamin,25-hydroxy D2-vitamin,E-vitamin,alfa-Tokoferol,beta-Tokoferol,gamma-Tokoferol,delta-Tokoferol,alfa-Tokotrienol,K-vitamin,K1-vitamin,K2-vitamin,Menaquinon 4,Menaquinon 5,Menaquinon 6,Menaquinon 7,Menaquinon 8,Menaquinon 9,Menaquinon 10,Thiamin (B1-vitamin),Thiamin,Riboflavin (B2-vitamin),Niacinækvivalent,Niacin,B6-vitamin,Pantotensyre,Biotin,Folat,Frit folat,B12-vitamin,C-vitamin,Ascorbinsyre,Dehydroascorbinsyre,Natrium,Kalium,Calcium,Magnesium,Rubidium,Jern,Kobber,Zink,Mangan,Krom,Molybdæn,Cobolt,Selen,Aluminium,Silicium,Bor,Fosfor,Fluor,Chlorid,Brom,Jod,Svovl,Nikkel,Kviksølv,Arsen,Cadmium,Bly,Tin,Sum mineraler,Fruktose,Galaktose,Glukose,Sum monosakkarider,Laktose,Maltose,Sakkarose,Sum disakkarider,Raffinose,Sum sukkerarter,Tilsat Sukker,Frie sukkerarter,Sorbitol,Mannitol,Maltitol,Isomalt,Xylitol,Laktitol,Sum sukkeralkoholer,Stivelse/Glykogen,Cellulose,Lignin,Uopløselige kostfibre,Høj molekylevægt opløselige kostfibre,Lav molekylevægt opløselige kostfibre,Crude fibre,Neutral detergent fibre,L-mælkesyre,D-mælkesyre,Mælkesyre,Citronsyre,Oxalsyre,Eddikesyre,Propionsyre,Benzosyre,Sum organiske syrer,C4:0,C6:0,C8:0,C10:0,C12:0,C13:0,C14:0,C15:0,C16:0,C17:0,C18:0,C20:0,C21:0,C22:0,C23:0,C24:0,"C12:1,n-1","C14:1,n-5","C15:1,n-5","C16:1,n-7","C17:1,n-7","C18:1,n-7","C18:1,n-9","C18:1,n-12","C20:1,n-9","C20:1,n-11","C20:1,n-15","C22:1,n-9","C22:1,n-11","C24:1,n-9","C14:1,n-5,trans","C16:1,n-7,trans","C18:1,trans","C20:1,trans","C22:1,trans","C18:2,n-6","C18:2,konjugeret","C18:3,n-3","C18:3,n-6","C18:4,n-3","C20:2,n-6","C20:3,n-3","C20:3,n-6","C20:4,n-3","C20:4,n-6","C20:5,n-3","C21:5,n-3","C22:2,n-6","C22:3,n-3","C22:4,n-6","C22:5,n-3","C22:5,n-6","C22:6,n-3","C18:2,trans","C18:3,trans",Andre fedtsyrer,Sum mættede fedtsyrer,Sum enkeltumættede fedtsyrer,Sum flerumættede fedtsyrer,Sum transfedtsyrer,Sum fedtsyrer under detektionsgrænsen,Sum fedtsyrer,Sum n-3 fedtsyrer,Sum n-6 fedtsyrer,Kolesterol,Nitrogen,Isoleucin,Leucin,Lysin,Methionin,Cystin,Phenylalanin,Tyrosin,Threonin,Tryptofan,Valin,Arginin,Histidin,Alanin,Asparaginsyre,Glutaminsyre,Glycin,Prolin,Serin,Hydroxyprolin,Ornitin,Sum essentielle Aminosyrer,Sum ikke essentielle aminosyrer ,Histamin,Serotonin,Cholin,Tyramin,Phenylethylamin,Putrescin,Cadaverin,Spermin,Spermidin,Taurin,Sum biogene aminer,Koffein,Residual,Svind,Nitrogen-til-protein faktor,Fedtsyrekonverteringsfaktor,Massefylde,pH,,,,
"Lever, gåse, rå","Liver, goose, raw",673,544,544,129,129,16.4,13.8,16.4,6.3,6.3,6.3,0.0,4.3,0.0,0.2,1.3,28.2,71.8,31507.17,31500.00,43.00,,2.75,,,,,,,,,,,,,,,,,,,,,0.56,,3.20,10.34,6.50,0.93,6.18,,738.0,,54.0,4.5,4.5,,77,240,43,20,,30.53,7.52,3.07,0.00,1.10,,,61.00,,,,261.0,,,,2.8,,,0.20,,16.40,1.30,,672,,,,,,,,,,0.0,0.0,0.0,,,,,,,,6.3,,,,,,0,,,,,,,,,,,,,,0.000,0.000,,0.010,,0.806,,0.765,,,,,,,,,0.060,,,0.744,,,0.010,,0.000,,,,,,,,0.181,,0.010,,,,,,,0.071,0.000,,,,,0.000,,0.000,,,,1.581,0.815,0.262,,,2.658,0.010,0.252,515.0,2.619,864.3,1466.6,1230.9,392.9,220.0,811.9,576.2,733.3,230.5,1021.4,995.2,445.2,942.8,1545.2,2121.4,942.8,811.9,707.1,,,7197.0,8862.7,,,,,,,,,,,,,,0,6.25,0.621,,,84,And og gås,Duck and goose,A0796
"Salt kød, pålæg","Veal, eye of round, salted, boiled",674,423,423,100,100,19.2,15.7,19.2,0.0,0.0,0.0,0.0,2.6,0.0,4.5,5.1,26.9,73.1,0.00,0.00,0.00,,0.00,0.00,,,,0.03,0.03,,,,,0.00,0.00,,,,,,,,,0.03,,0.06,6.35,2.90,0.34,0.23,0.9,8.6,4.0,,46.0,46.0,,1805,273,5,18,,1.45,0.05,2.68,0.01,14.00,0.00,,5.10,,,,309.0,,2100,,0.9,,2.00,0.05,0.53,0.90,2.50,,4512,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,0.000,0.000,,0.058,,0.630,,0.310,0.000,,0.000,,0.000,,0.020,,0.119,,,0.940,,,0.000,,,,,,,0.019,,,0.072,,0.000,,,,,,,0.026,,,,,,,,,,,0.000,0.998,1.078,0.098,0.019,,2.193,0.000,0.098,42.0,3.184,955.2,1496.5,1560.2,477.6,159.2,764.2,668.6,796.0,207.0,987.0,1241.8,636.8,1146.2,1783.0,2674.6,1018.9,859.7,796.0,,,8320.0,10930.0,0.23,,125,2.35,0.003,0.23,0.84,2.58,,,6.233,,,0,6.25,0.844,,,65,Pålægsvarer,Cold cuts,A0797
"Chokolade, fløde","Chocolate, milk",675,2278,2357,545,564,7.1,5.9,7.1,58.2,57.8,62.4,0.4,31.7,0.0,0.3,1.8,98.7,1.3,107.50,100.00,45.00,,0.00,0.00,,,,0.25,0.25,,,,,0.00,0.00,,,,,,,,,0.09,,0.40,1.61,0.40,0.04,0.19,3.0,7.0,4.0,0.0,0.0,0.0,,127,442,195,55,,1.49,0.37,1.55,0.32,6.00,10.00,,4.50,,,,240.0,,270,,17.0,,92.00,0.00,0.00,3.00,4.00,,1331,3.1,,3.6,6.7,7.4,0.0,45.4,52.8,,59.5,52.1,52.1,,,,,,,,2.9,,,,,,,,,,,,,,,,,1.035,0.231,0.082,0.135,0.264,,0.514,,7.766,0.000,8.871,0.268,,0.055,,0.029,,0.059,,0.173,,0.000,9.182,,,0.046,,0.000,0.000,0.000,,,,,,0.978,,0.086,,0.000,0.000,0.000,0.000,,,0.000,,,,,0.000,,0.000,,,0.000,19.249,9.461,1.063,0.216,,29.773,0.086,0.978,18.0,1.136,352.2,647.5,556.6,159.0,31.8,340.8,227.2,204.5,72.7,477.1,238.6,170.4,227.2,568.0,1295.0,170.4,681.6,386.2,,,2980.9,3826.0,,1.05,46.1,0.03,0.38,,,,,,,19.4,,0,6.25,0.94,,,104,Chokoladevarer o.l.,Chocolate etc.,A0839
Sigtebrød,"Bread, white",676,1053,1054,249,249,7.6,6.8,8.3,50.2,46.4,45.8,3.7,2.8,0.0,1.1,1.6,62.2,37.8,11.00,0.00,66.00,,0.00,0.00,,,,0.25,0.25,,,,0.05,0.00,0.00,,,,,,,,,0.15,,0.07,1.34,0.70,0.07,0.30,3.0,36.5,8.0,0.0,0.0,0.0,,457,141,23,21,,0.91,0.12,0.70,,7.20,,,2.18,,,,104.6,,820,,26.0,,7.93,0.42,0.40,7.28,0.85,,1567,0.1,,0.1,0.2,0.0,1.4,0.1,1.4,,1.6,0.0,0.0,,,,,,,,44.275,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,0.000,,,,,,,0.000,,,,,,,,,,,,0.000,0.000,0.000,0.000,,2.256,0.000,0.000,0.0,1.322,330.5,568.4,237.9,116.3,132.2,383.3,158.6,237.9,80.6,409.8,343.7,171.8,290.8,449.4,2405.8,330.5,846.0,396.6,,,2536.7,5353.6,0.015,0,8.1,,,,,,,,0.015,,,0,5.75,0.8,,,31,Brød,Bread,A0818
"Hvedebrød, italiensk, store, industrifremstillet","Wheat bread, italien type, industrially produced",677,1091,1086,258,257,8.2,7.2,9.0,52.3,49.2,48.1,3.1,2.5,0.0,1.2,1.9,64.8,35.2,0.00,0.00,0.00,,0.00,0.00,,,,0.50,0.50,,,,,,,,,,,,,,,0.14,,0.04,1.43,1.13,0.06,0.30,1.8,28.3,,0.0,0.0,0.0,,473,119,23,20,,0.90,0.11,0.63,0.50,3.71,,,4.71,,,,85.7,,405.179,,26.7,,3.53,,,2.00,1.20,,1127,,,,,,,,,,0.9,0.0,0.0,,,,,,,,47.22857143,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,0.000,,0.376,,0.056,0.000,,0.000,,,,,,0.016,,0.045,0.968,,,0.007,,,,,,,0.000,,,0.640,,0.061,,,,,,,,,,,,,,,,,,,0.431,1.036,0.701,0.000,,2.167,0.061,0.640,0.0,1.433,358.2,616.1,200.6,133.3,157.6,429.9,200.6,243.6,86.0,415.5,329.6,186.3,272.2,401.2,2636.5,343.9,945.7,429.9,,,2531.0,5400.0,,,14.6,,,,,,,,,,,0,5.7,0.877,,,31,Brød,Bread,A0818
"Miso, sojapasta","Miso, soy paste",679,700,693,167,165,10.5,,10.5,23.5,18.1,17.7,5.4,4.6,0.0,7.4,8.4,47.0,53.0,4.00,0.00,24.00,,0.00,0.00,,,,0.10,,,,,,,,,,,,,,,,0.06,,0.10,2.40,0.30,0.30,,,19.0,,0.0,0.0,,,2950,335,68,100,,1.70,,3.30,,,,,1.00,,,,310.0,,,,31.0,,,,,,,,3765,,,,0.8,,,,1.9,,2.7,0.0,0.0,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.600,1.100,2.600,0.000,,4.324,0.310,2.290,0.0,1.680,,,,,,,,,126.0,,,,,,,,,,,,126.0,,,,72.2,,,,,,,,,,,0,6.25,0.94,,,124,"Bouillon, ekstrakter o.l.","Bouillon, extracts and the like",A0856
"Grønne bønner, konserves","Beans, green, canned",680,103,117,25,28,1.5,1.0,1.5,5.2,2.8,3.6,2.4,0.3,0.0,0.6,1.2,8.2,91.9,64.50,0.00,387.00,,0.00,0.00,,,,0.25,0.25,,,,,,,,,,,,,,,,,0.06,0.37,0.10,0.03,0.09,,13.0,3.0,0.0,3.4,3.4,,259,92,47,13,,0.55,0.23,0.25,0.02,,,,0.90,,,,30.5,,,,1.6,,,,,,,,442,,,,,,,,,,0.5,0.0,0.0,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,0.011,,,,,,,,,,,,0.009,,,,,,,,,,,,,0.066,,0.077,,,,,,,,,,,,,,,,,,,0.088,0.009,0.143,0.000,,0.240,0.077,0.066,0.0,0.237,56.8,82.9,90.0,21.5,5.9,40.3,30.8,61.6,16.3,73.4,54.5,28.4,73.4,201.3,153.9,49.7,45.0,104.2,,,613.0,924.0,,0.003,14.7,,,,,,,,0.003,,,42.63157895,6.25,0.8,,,174,Konserves af bælgplanter,Canned legumes,A0831
"Linser, tørrede, rå","Lentils, dried",681,1466,1512,347,358,26.2,21.9,26.2,59.2,50.5,53.2,8.7,2.5,0.0,0.1,2.4,90.3,9.7,10.00,0.00,60.00,,0.00,0.00,,,,0.28,0.28,,,,,,,,,,,,,,,0.50,,0.20,6.19,2.00,0.56,1.36,,35.0,25.0,0.0,0.0,0.0,,36,670,56,77,,6.50,0.67,3.06,,13.08,69.00,,12.00,,,,371.0,,,,0.7,,248.47,0.10,0.00,0.88,9.52,,1216,,,,,,,,,,2.4,0.0,0.0,,,,,,,,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.379,0.500,1.137,0.000,,2.000,0.250,0.886,0.0,4.192,1131.8,2012.2,1886.4,209.6,251.5,1383.4,838.4,1048.0,251.5,1299.5,2263.7,712.6,1131.8,3018.2,4359.7,1089.9,1131.8,1383.4,,,9935.0,15468.5,,,96.4,,,,,,,,,,,0,6.25,0.8,0.89,,173,Tørrede bælgplanter,Dried pulses,A0831
"Kråse, kylling, rå","Gizzard, chicken, raw",682,473,465,113,111,18.2,14.8,18.2,0.5,0.5,0.0,0.0,4.2,0.0,0.2,0.9,23.8,76.2,65.00,65.00,0.00,,0.40,,,,,0.20,0.20,,,,,,,,,,,,,,,0.09,,0.05,7.51,4.50,0.12,0.63,1.0,38.0,10.0,0.6,3.7,3.7,,69,188,11,13,,2.49,0.12,2.72,0.06,,,,10.00,,,,148.0,,,,0.4,,,,,,,,431,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.032,,0.684,,0.368,,,,,,,,,0.190,,,0.938,,,,,,,,,,,,,0.905,,0.032,,,,,,,0.338,,,,,,,,,,,,1.084,1.128,1.275,,,3.486,0.032,1.243,240.0,2.912,844.5,1281.3,1252.2,465.9,238.8,757.1,553.3,844.5,180.5,815.4,1310.4,378.6,728.0,1659.8,3115.8,961.0,931.8,815.4,,,6819.9,10314.3,,,104,,,,,,,,,,,0,6.25,0.83,,,81,Høns og kylling,Chicken,A0796
"Knudekål, glaskål, rå","Kohlrabi, raw",683,106,112,25,27,1.7,,1.7,6.2,2.6,3.0,3.6,0.1,0.0,0.1,1.0,9.0,91.0,4.00,0.00,24.00,,0.00,0.00,,,,,,,,,,,,,,,,,,,,0.05,,0.02,0.57,0.40,0.15,0.17,,16.0,,0.0,48.1,48.1,,20,350,24,19,,0.40,0.13,0.03,0.14,,,,0.50,,,,46.0,,,,1.4,,,,,,,,459,,,,,,,,,,2.9,0.0,0.0,,,,,,,,0.1,,,,,,1,1.1,,,,,,,,,,,0.000,0.000,0.000,0.000,,0.000,,0.012,,0.001,,,,,,,,,0.000,,,0.008,,,0.000,,0.000,,,,,,,,0.022,,0.028,,0.000,,,,,0.000,0.000,,,,,0.000,,0.000,,,,0.013,0.008,0.050,0.000,,0.070,0.028,0.022,0.0,0.272,78.9,68.0,57.1,13.1,7.1,38.1,,49.0,10.1,49.0,106.1,19.0,,,,,,,,,382.2,113.2,,,12.3,,,,,,,,,,,54,6.25,0.7,,,40,Blad- og stængelgrøntsager,Leaf and stem vegetables,A0826
"Brøndkarse, rå","Watercress, raw",685,78,63,19,15,2.0,1.4,2.0,2.8,1.6,0.7,1.2,0.2,0.0,0.2,0.9,5.9,94.1,668.33,0.00,4010.00,,0.00,0.00,,,,1.00,1.00,,,,,,,,,,,,,,,0.10,,0.10,1.04,0.60,0.13,0.10,0.4,9.0,,0.0,60.0,60.0,,60,310,83,17,,1.60,0.14,0.20,0.50,,,,1.00,,,,68.3,,,,13.5,,,,,,,,540,,,,,,,,,,0.6,0.0,0.0,,,,,,,,0.1,,,,,,,,,,,,0.000,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.080,0.020,0.130,0.000,,0.160,0.090,0.040,0.0,0.320,80.0,144.0,115.2,17.3,6.1,99.2,54.4,115.2,26.2,118.4,131.2,35.2,118.4,163.2,166.4,96.0,83.2,51.2,,,750.7,870.1,,,9,,,,,,,,,,,82.94736842,6.25,0.8,,,44,Krydderurter,Herbs,A0826
"Dressing, creme fraiche, kalorielet","Salad dressing, soured fresh cream, low calorie",686,880,832,213,201,1.3,,1.3,9.3,9.3,6.5,0.0,18.9,0.0,1.5,1.8,31.3,68.7,43.27,18.10,151.00,,,,,,,1.78,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,83,42,5,,0.21,,0.22,,,,,,,,,,,,,,,,,,,,,733,0.4,,0.5,0.9,0.9,0.0,4.7,5.6,0.0,6.5,6.0,6.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.054,0.112,0.196,,0.341,,2.558,,0.988,0.099,,0.080,,,,0.058,,0.085,,0.274,4.791,,,0.114,,0.020,,,,,,,,7.226,,1.071,,,,,,,,,,,,,,,,,,,4.428,5.343,8.297,0.788,,18.068,1.071,7.226,,0.206,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,0,6.25,0.956,1.017,,98,Dressings,Dressings,A0859
"Æg, høne, blomme, tørret","Eggs, chicken, yolk, dried",687,2718,2679,656,647,34.5,28.9,34.5,2.5,2.5,0.2,0.0,56.5,0.0,0.4,3.9,97.3,2.7,459.50,459.50,0.00,,,,,,,6.15,6.15,,,,,,,,,,,,,,,0.38,,1.27,8.55,0.09,0.51,6.97,97.3,244.0,,4.6,0.9,,,178,249,320,28,,9.95,0.27,7.35,0.16,13.45,,,119.50,,,,1035.0,,430,,238.0,,,,,,,,2248,,,,,,,,,,0.2,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,0.171,0.000,12.352,,4.422,0.000,,,,,,,,1.162,,0.797,17.831,,0.127,,,,,,,,0.160,,,8.065,,0.170,,0.000,0.117,,0.119,0.000,0.999,0.000,,,,,0.000,,0.000,0.000,,0.363,16.945,19.916,9.471,0.160,,46.854,0.170,9.300,2237.5,5.520,1987.2,2925.6,2318.4,883.2,607.2,1490.4,1490.4,1876.8,507.8,2097.6,2373.6,828.0,1711.2,2870.4,4250.4,1048.8,1435.2,2870.4,,,14915.0,18657.6,,,2400,,,,,,,,,,,0,6.25,0.83,0.37,,89,Tørrede æg,Dried egg,A0791
"Flûte, fint, industrifremstillet","Baguette, wheat, fine, industrially produced",688,1085,1078,256,254,8.2,7.3,9.0,54.5,51.6,50.4,3.0,1.2,0.0,1.3,1.8,65.7,34.3,0.00,0.00,0.00,,0.00,0.00,,,,0.50,0.50,,,,,,,,,,,,,,,0.19,,0.05,1.44,1.16,0.08,0.32,2.0,32.0,,0.0,0.0,0.0,,517,122,34,21,,0.96,0.12,0.70,0.51,3.71,,,2.41,,,,93.8,,379.0042424,,29.0,,3.62,,,2.53,,,1168,,,,,,,,,,0.9,0.0,0.0,,,,,,,,49.46111111,,,,,,,,,,,,,,,,,,,0.001,0.000,0.000,,0.000,,0.250,,0.042,0.000,,0.000,,,,,,0.008,,0.013,0.157,,,0.006,,,,,,,0.000,,,0.558,,0.038,,,,,,,,,,,,,,,,,,,0.293,0.184,0.596,0.000,,1.073,0.038,0.558,0.0,1.438,359.5,618.3,201.3,133.7,158.2,431.3,201.3,244.4,86.3,417.0,330.7,186.9,273.2,402.6,2645.6,345.1,949.0,431.3,,,2531.0,5400.0,,,8.1,,,,,,,,,,,0,5.7,0.872,,,31,Brød,Bread,A0818
"Kartoffel, konserves","Potato, canned",691,236,242,56,57,1.4,1.2,1.4,13.2,10.9,11.3,2.3,0.2,0.0,0.5,0.9,15.7,84.3,0.00,0.00,0.00,,0.00,0.00,,,,,,,,,,,,,,,,,,,,0.07,,0.01,1.28,0.92,0.19,0.35,,6.0,,0.0,5.1,5.1,,219,229,50,14,,1.26,0.06,0.28,0.10,,,,0.10,,,,29.5,,,,1.0,,,,,,,,542,,,,,,,,,,3.1,0.0,0.0,,,,,,,,8.2,,,,,,0.26,,,,,,0.000,,,,0.000,,,,0.001,0.008,,0.001,,0.035,,0.008,,,,,,,,,0.002,,,0.002,,,,,,,,,,,,,0.071,,0.023,,,,,,,,,,,,,,,,,,,0.053,0.004,0.093,0.000,,0.150,0.023,0.071,0.0,0.226,56.5,85.9,85.9,22.1,18.1,63.3,52.0,52.0,22.1,79.1,65.5,31.6,42.9,345.8,237.3,42.9,52.0,61.0,,,498.6,917.6,,,9.2,,,,,,,,,,,31.26315789,6.25,0.716,,,46,Grøntsagskonserves,Canned vegetable products,A0830
"Paranød, tørret, rå","Brazil nuts, dried, raw",692,2811,2778,681,673,14.4,14.0,16.6,12.4,7.1,2.9,5.3,65.0,0.0,0.0,3.7,95.4,4.6,0.00,0.00,0.00,,0.00,0.00,,,,5.00,5.00,,,,,,,,,,,,,,,1.13,,0.04,2.82,0.20,0.11,0.23,2.0,4.0,1.0,0.0,0.0,0.0,,3,523,140,357,,2.50,1.76,4.20,2.78,,,,103.00,,,,590.0,,,,0.1,,,,,,,,1616,,,,,,,,,,2.3,0.0,0.0,,,,,,,,0.6,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,0.000,,8.877,0.000,6.113,0.177,,0.000,,0.000,,0.000,,0.236,,0.000,19.588,,,0.030,,0.000,0.000,0.000,,,,,,26.615,,0.079,,0.000,0.000,0.000,0.000,,,0.000,,,,,0.000,,0.000,,,0.000,15.167,19.853,26.694,0.000,,61.715,0.079,26.615,0.0,2.662,559.0,1171.3,505.8,1038.2,399.3,638.9,399.3,399.3,157.1,931.7,2342.6,372.7,585.6,1277.8,3167.8,692.1,745.4,745.4,,,5773.9,10355.2,,0.13,28.8,,,,,,,,0.13,,,52,5.41,0.95,,,53,Nødder,Nuts,A0823
"Skinke, kogt, skiveskåret","Pork, ham, boiled, sliced",693,459,455,109,108,17.9,14.3,17.9,0.2,0.2,0.0,0.0,4.1,0.0,2.5,4.3,26.5,73.5,1.00,1.00,0.00,,0.22,0.00,,0.09,,0.33,0.33,,,,,16.65,2.47,14.18,9.95,0.00,0.33,1.16,2.88,1.89,0.28,0.90,,0.16,8.75,5.50,0.32,0.67,,1.3,,0.5,29.0,29.0,,987,327,6,21,,0.69,0.08,1.69,0.01,7.10,,,7.50,,,,302.0,,,,0.0,,2.00,,,,,,1644,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.000,0.000,,0.050,,0.857,,0.459,0.000,,0.000,,0.000,,0.000,,0.104,,,1.520,,,0.029,,,,,,,0.000,,,0.377,,0.032,,,,,,,0.043,,,,,,,,0.000,,,0.000,1.366,1.652,0.452,0.000,,3.470,0.032,0.420,55.0,2.864,887.8,1346.1,1603.8,458.2,120.3,658.7,601.4,773.3,194.8,973.8,1059.7,687.4,1031.0,1603.8,2377.1,830.6,658.7,716.0,,,9310.0,11060.0,,,101,,,,,,,,,,,0,6.25,0.851,,,64,"Kogt, røget, saltet eller tørret kød","Boiled, smoked, cured or dried meat",A0797
"Bækforel, rå","Charr, raw",694,414,414,98,98,18.5,,18.5,0.0,0.0,0.0,0.0,2.7,0.0,0.2,1.2,22.4,77.6,18.00,18.00,0.00,,9.00,9.00,,,,,,,,,,0.00,0.00,,,,,,,,,0.16,,0.09,,,0.37,,,,,,0.0,0.0,,80,370,14,30,,0.75,,0.67,,1.30,,,16.00,,,,260.0,,,,20.0,,0.00,2.70,108.00,0.00,0.00,,755,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.390,3.070,2.470,,,2.376,1.600,0.500,48.0,3.280,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,50,6.25,0.88,,,72,Mellemfed fisk,Somewhat oily fish,A0802
"Kødboller, dybfrost","Meat balls, frozen",695,679,679,163,163,10.5,,10.5,9.0,9.0,9.0,0.0,9.4,0.0,1.5,4.1,33.0,67.0,9.00,9.00,0.00,,0.90,,,,,0.80,,,,,,0.00,0.00,,,,,,,,,0.11,,0.14,3.18,3.18,0.11,,,4.1,,0.6,0.0,0.0,,590,140,22,20,,1.25,0.07,1.30,,,,,4.80,,,,132.0,,790,,27.0,,18.00,0.20,,1.20,5.00,90,1694,,,,,,,,,,0.0,0.0,0.0,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.100,4.900,1.000,0.090,,8.460,0.100,,37.0,1.680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.25,0.9,,,180,Supper og suppeprodukter,Soup and soup products,A0799
"Æg, høne, pasteuriseret","Eggs, chicken, pasteurized",696,547,519,131,125,11.4,10.2,11.4,2.0,2.0,0.4,0.0,8.6,0.0,0.4,1.0,23.1,77.0,150.33,145.00,32.00,,2.15,1.16,,0.40,,4.20,4.20,,,,,147.00,147.00,,,,,,,,,0.08,,0.43,3.12,0.07,0.11,1.67,23.1,65.0,,1.3,0.9,,,177,166,47,11,,1.68,0.05,1.12,0.03,0.21,,,21.25,,,,167.3,,184.25,,31.5,,,,,,,,753,,,,,,,,,,0.4,0.0,0.0,,,,,,,,0,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.074,,0.022,0.000,1.726,,0.620,0.000,,,,,,,,0.163,,0.141,2.988,,0.020,,,,,,,,0.017,,,1.028,,0.067,,0.000,0.008,,0.000,0.000,0.131,0.000,,,,,0.000,,0.000,0.000,,0.134,2.441,3.312,1.234,0.017,,7.138,0.067,1.167,359.0,1.830,713.7,1006.5,768.6,366.0,274.5,640.5,475.8,567.3,183.0,823.5,732.0,274.5,677.1,1134.6,1464.0,384.3,457.5,878.4,,,5343.6,6478.2,,,268,,,,,,,,,,,0,6.25,0.83,1.035,,88,Flydende æg,Liquid egg,A0791
"Lever, kalv, rå","Liver, calf, raw",698,551,570,131,135,20.4,16.7,20.4,3.5,3.5,4.6,0.0,3.9,0.0,0.2,1.4,29.2,70.8,15015.78,15000.00,94.70,,1.56,0.05,0.01,0.53,0.07,0.58,0.58,0.00,0.00,0.00,,22.80,10.49,12.31,1.02,0.00,1.75,4.79,3.49,2.10,6.05,0.15,,3.75,36.52,30.80,0.70,54.65,135.0,780.0,190.0,105.0,18.0,18.0,,66,340,4,18,,5.00,13.00,3.70,0.23,0.00,130.00,,64.00,,,,360.0,,,,8.0,,1.14,0.21,1.80,4.08,2.75,,793,,,,,,,,,,0.0,0.0,0.0,,,,,,,,4.6,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.673,0.000,0.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.151,0.000,0.000,1.299,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.139,1.032,1.450,0.000,0.000,0.000,2.621,0.000,0.000,277.4,3.270,847.0,1790.0,1490.0,497.0,274.0,1040.0,664.0,896.0,343.0,1170.0,1160.0,541.0,1180.0,1820.0,2450.0,1260.0,975.0,897.0,167.0,52.0,8614.0,10680.0,0.07,,310,27.4,,,,,,,27.47,,,4,6.25,0.672,,,66,Indmad og andre organer,Offal and other organs,A0796
